4.000000	0.198600
3.950000	0.198200
3.900000	0.197800
3.850000	0.197000
3.800000	0.197000
3.750000	0.196300
3.700000	0.195800
3.650000	0.195100
3.600000	0.194500
3.550000	0.193800
3.500000	0.193100
3.450000	0.192500
3.400000	0.191700
3.350000	0.190900
3.300000	0.190100
3.250000	0.189400
3.200000	0.188400
3.150000	0.187300
3.100000	0.186600
3.050000	0.185400
3.000000	0.184600
2.950000	0.183600
2.900000	0.182100
2.850000	0.181300
2.800000	0.180100
2.750000	0.179000
2.700000	0.178000
2.650000	0.176900
2.600000	0.175500
2.550000	0.174100
2.500000	0.172800
2.450000	0.171400
2.400000	0.169800
2.350000	0.168300
2.300000	0.166600
2.250000	0.165200
2.200000	0.163200
2.150000	0.161500
2.100000	0.159800
2.050000	0.158000
2.000000	0.156000
1.950000	0.151200
1.900000	0.149400
1.850000	0.147800
1.800000	0.145600
1.750000	0.143600
1.700000	0.141400
1.650000	0.139200
1.600000	0.136700
1.550000	0.134400
1.500000	0.131900
1.450000	0.129100
1.400000	0.126300
1.350000	0.123000
1.300000	0.120300
1.250000	0.117200
1.200000	0.113900
1.150000	0.110700
1.100000	0.107200
1.050000	0.103200
1.000000	0.098600
0.950000	0.094400
0.900000	0.090400
0.850000	0.086400
0.800000	0.082400
0.750000	0.078000
0.700000	0.074000
0.650000	0.069800
0.600000	0.065900
0.550000	0.062200
0.500000	0.058400
0.450000	0.054800
0.400000	0.051500
0.350000	0.047500
0.300000	0.044000
0.250000	0.040400
0.200000	0.037200
0.150000	0.033800
0.100000	0.030800
0.050000	0.028200
0.000000	0.025600
-0.050000	0.015300
-0.100000	0.013200
-0.150000	0.010300
-0.200000	0.008000
-0.250000	0.005700
-0.300000	0.003400
-0.350000	0.000900
-0.400000	-0.001200
-0.450000	-0.002900
-0.500000	-0.003200
-0.550000	-0.001100
-0.600000	0.001500
-0.650000	0.003700
-0.700000	0.006800
-0.750000	0.008700
-0.800000	0.015900
-0.850000	0.017500
-0.900000	0.019100
-0.950000	0.021100
-1.000000	0.023200
-1.050000	0.025300
-1.100000	0.027900
-1.150000	0.030200
-1.200000	0.033100
-1.250000	0.036200
-1.300000	0.039000
-1.350000	0.042300
-1.400000	0.045800
-1.450000	0.049100
-1.500000	0.052300
-1.550000	0.056000
-1.600000	0.067800
-1.650000	0.070100
-1.700000	0.072300
-1.750000	0.075000
-1.800000	0.077800
-1.850000	0.081300
-1.900000	0.084700
-1.950000	0.088200
-2.000000	0.091500
-2.050000	0.095000
-2.100000	0.098300
-2.150000	0.101600
-2.200000	0.105000
-2.250000	0.108500
-2.300000	0.111800
-2.350000	0.114900
-2.400000	0.118000
-2.450000	0.120600
-2.500000	0.123600
-2.550000	0.126200
-2.600000	0.128900
-2.650000	0.131300
-2.700000	0.133500
-2.750000	0.135800
-2.800000	0.138200
-2.850000	0.140200
-2.900000	0.142200
-2.950000	0.144400
-3.000000	0.146700
-3.050000	0.148500
-3.100000	0.150300
-3.150000	0.152400
-3.200000	0.154000
-3.250000	0.155400
-3.300000	0.157000
-3.350000	0.158400
-3.400000	0.159900
-3.450000	0.161400
-3.500000	0.162600
-3.550000	0.164000
-3.600000	0.165100
-3.650000	0.166300
-3.700000	0.167400
-3.750000	0.168800
-3.800000	0.170000
-3.850000	0.171200
-3.900000	0.172400
-3.950000	0.173400
